ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
1434,Windows Firewall,Log dropped packets (Public Profile),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\PublicProfile\Logging,LogDroppedPackets,,,,0,1,=,Medium
1435,Windows Firewall,Log successful connections (Public Profile),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\PublicProfile\Logging,LogSuccessfulConnections,,,,0,1,=,Low
15,MSS (Legacy),MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses (could lead to DoS),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters,PerformRouterDiscovery,,,,0,0,=,Medium
150,Administrative Templates: Windows Components,Software Protection Platform: Turn off KMS Client Online AVS Validation,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\CurrentVersion\Software Protection Platform,NoGenTicket,,,,0,1,=,Medium
151,Administrative Templates: Windows Components,Store: Disable all apps from Microsoft Store,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsStore,DisableStoreApps,,,,,1,=,Medium
152,Administrative Templates: Windows Components,Store: Turn off Automatic Download and Install of updates,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsStore,AutoDownload,,,,,4,=,Medium
153,Administrative Templates: Windows Components,Store: Turn off the offer to update to the latest version of Windows,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsStore,DisableOSUpgrade,,,,,1,=,Medium
154,Administrative Templates: Windows Components,Store: Only display the private store within the Microsoft Store,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsStore,RequirePrivateStoreOnly,,,,,1,=,Medium
155,Administrative Templates: Windows Components,Store: Turn off the Store application,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsStore,RemoveWindowsStore,,,,,1,=,Medium
159,Administrative Templates: Windows Components,Text Input: Improve inking and typing recognition,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\TextInput,AllowLinguisticDataCollection,,,,,0,=,Medium
1603,Administrative Templates: Network,Turn off Microsoft Peer-to-Peer Networking Services,Registry,,HKLM:\Software\policies\Microsoft\Peernet,Disabled,,,,0,1,=,Medium
1605,Administrative Templates: System,Credentials Delegation: Allow delegation default credentials,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredentialsDelegation,AllowDefaultCredentials,,,,1,0,=,Medium
1607,Administrative Templates: System,Device Installation: Device Installation Restrictions: Prevent installation of devices that match an ID,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions,DenyDeviceIDs,,,,0,1,=,Medium
1608,Administrative Templates: System,Device Installation: Device Installation Restrictions: Prevent installation of devices that match an ID (Retroactive),Registry,,HKLM:\Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions,DenyDeviceIDsRetroactive,,,,0,1,=,Medium
161,Administrative Templates: Windows Components,Connect: Require pin for pairing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Connect,RequirePinForPairing,,,,0,1,>=,Medium
1611,Administrative Templates: System,Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match an device setup class,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions,DenyDeviceClasses,,,,0,1,=,Medium
1622,Administrative Templates: System,Device Guard: Windows Defender Application Control deployed (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,DeployConfigCIPolicy,,,,0,1,=,Medium
164,Microsoft Defender Antivirus,Reporting: Configure Watson events,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Reporting,DisableGenericRePorts,,,,0,1,=,Medium
1640,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off the Windows Messenger Customer Experience Improvement Program,Registry,,HKLM:\Software\Policies\Microsoft\Messenger\Client,CEIP,,,,0,2,=,Medium
1642,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 1,Registry,,HKLM:\Software\Policies\Microsoft\PCHealth\ErrorReporting,DoReport,,,,1,0,=,Medium
1643,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 2,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Windows Error Reporting,Disabled,,,,0,1,=,Medium
1645,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Customer Experience Improvement Program,Registry,,HKLM:\Software\Policies\Microsoft\SQMClient\Windows,CEIPEnable,,,,1,0,=,Medium
1661,Administrative Templates: System,Logon: Turn off app notifications on the lock screen,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DisableLockScreenAppNotifications,,,,0,1,=,Medium
1662,Administrative Templates: System,Logon: Do not display network selection UI,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DontDisplayNetworkSelectionUI,,,,0,1,=,Medium
167,Microsoft Defender Antivirus,MAPS: Configure local setting override for reporting to Microsoft MAPS,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet,LocalSettingOverrideSpynetReporting,,,,,0,=,Medium
1670,Administrative Templates: System,Mitigation Options: Untrusted Font Blocking,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\MitigationOptions,MitigationOptions_FontBocking,,,,0,1000000000000,=,Medium
1670,Administrative Templates: System,Mitigation Options: Untrusted Font Blocking,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\Kernel,MitigationOptions,,,,0,1000000000000,=,Medium
168,Microsoft Defender Antivirus,Scan: Turn on e-mail scanning,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Scan,DisableEmailScanning,,,,1,0,=,Medium
1680,Administrative Templates: System,OS Policies: Allow Clipboard synchronization across devices,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,AllowCrossDeviceClipboard,,,,1,0,=,Medium
1690,Administrative Templates: System,Remote Assistance: Configure Offer Remote Assistance,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowUnsolicited,,,,1,0,=,Medium
1692,Administrative Templates: System,Remote Procedure Call: Enable RPC Endpoint Mapper Client Authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Rpc,EnableAuthEpResolution,,,,0,1,=,Medium
1694,Administrative Templates: System,Security Settings: Enable svchost.exe mitigation options,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SCMConfig,EnableSvchostMitigationPolicy,,,,0,1,=,Medium
1695,Administrative Templates: System,Windows Performance PerfTrack: Enable/Disable PerfTrack,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WDI\{9c5a40da-b965-4fc3-8781-88dd50a6299d},ScenarioExecutionEnabled,,,,1,0,=,Medium
1696,Administrative Templates: System,User Profiles: Turn off the advertising ID,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AdvertisingInfo,DisabledByGroupPolicy,,,,0,1,=,Medium
1697,Administrative Templates: System,Time Providers: Enable Windows NTP Client,Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpClient,Enabled,,,,0,1,=,Medium
1698,Administrative Templates: System,Time Providers: Enable Windows NTP Server,Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpServer,Enabled,,,,0,0,=,Medium
17,MSS (Legacy),MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires (0 recommended),Registry,,HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,ScreenSaverGracePeriod,,,,5,5,<=,Medium
1700,Administrative Templates: Windows Components,App Package Deployment: Allow a Windows app to share application data between users,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\AppModel\StateManager,AllowSharedLocalAppData,,,,1,0,=,Medium
1702,Administrative Templates: Windows Components,App runtime: Block launching Universal Windows apps with Windows Runtime API access from hosted content,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,BlockHostedAppAccessWinRT,,,,0,1,=,Medium
1703,Administrative Templates: Windows Components,Application Compatibility: Turn off Application Telemetry,Registry,,HKLM:\Software\Policies\Microsoft\Windows\AppCompat,AITEnable,,,,1,0,=,Medium
1707,Administrative Templates: Windows Components,Biometrics: Allow the use of biometrics,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Biometrics,Enabled,,,,1,0,=,Medium
1710,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Allow Secure Boot for integrity validation,Registry,,HKLM:\Software\Policies\Microsoft\FVE,OSAllowSecureBootForIntegrity,,,,0,1,=,Medium
1711,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseAdvancedStartup,,,,0,1,=,Medium
1713,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Configure use of hardware-based encryption for operating system drives,Registry,,HKLM:\Software\Policies\Microsoft\FVE,OSHardwareEncryption,,,,0,0,=,Medium
1715,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Allow BitLocker without a compatible TPM,Registry,,HKLM:\Software\Policies\Microsoft\FVE,EnableBDEWithNoTPM,,,,1,0,=,Medium
1716,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseTPM,,,,0,0,=,Medium
1717,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup PIN,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseTPMPIN,,,,0,1,=,Medium
1718,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup key,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseTPMKey,,,,0,0,=,Medium
1719,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup key and PIN,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseTPMKeyPIN,,,,0,0,=,Medium
1720,Administrative Templates: Windows Components,Cloud Content: Do not show Windows tips,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CloudContent,DisableSoftLanding,,,,0,1,=,Medium
1722,Administrative Templates: Windows Components,Credential User Interface: Do not display the password reveal button,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredUI,DisablePasswordReveal,,,,0,1,=,Medium
1725,Administrative Templates: Windows Components,Data Collection and Preview Builds: Allow Diagnostic Data,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,AllowTelemetry,,,,2,1,<=,Medium
1726,Administrative Templates: Windows Components,Data Collection and Preview Builds: Allow device name to be sent in Windows diagnostic data,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,AllowDeviceNameInTelemetry,,,,1,0,=,Medium
1727,Administrative Templates: Windows Components,Delivery Optimization: Download Mode,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization,DODownloadMode,,,,1,99,=,Medium
1731,Administrative Templates: Windows Components,File Explorer: Allow the use of remote paths in file shortcut icons,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Explorer,EnableShellShortcutIconRemotePath,,,,0,0,=,Medium
1732,Administrative Templates: Windows Components,HomeGroup: Prevent the computer from joining a homegroup,Registry,,HKLM:\Software\Policies\Microsoft\Windows\HomeGroup,DisableHomeGroup,,,,0,1,=,Medium
1733,Administrative Templates: Windows Components,OneDrive: Prevent the usage of OneDrive for file storage,Registry,,HKLM:\Software\Policies\Microsoft\Windows\OneDrive,DisableFileSyncNGSC,,,,0,1,=,Medium
1735,Administrative Templates: Windows Components,Remote Desktop Session Host: Allow users to connect remotely by using Remote Desktop Services,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDenyTSConnections,,,,0,1,=,Medium
1740,Administrative Templates: Windows Components,Search: Allow Cloud Search,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowCloudSearch,,,,1,0,=,Medium
1741,Administrative Templates: Windows Components,Search: Allow Cortana,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowCortana,,,,1,0,=,Medium
1742,Administrative Templates: Windows Components,Search: Allow Cortana above lock screen,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowCortanaAboveLock,,,,1,0,=,Medium
1744,Administrative Templates: Windows Components,Search: Allow search and Cortana to use location,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowSearchToUseLocation,,,,1,0,=,Medium
1745,Administrative Templates: Windows Components,Search: Set what information is shared in Search,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,ConnectedSearchPrivacy,,,,1,3,=,Medium
1751,Administrative Templates: Windows Components,Windows Installer: Prevent Internet Explorer security prompt for Windows Installer scripts,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Installer,SafeForScripting,,,,1,0,=,Medium
1756,Administrative Templates: Windows Components,WinRM Service: Allow remote server management through WinRM,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowAutoConfig,,,,1,0,=,Medium
176,Administrative Templates: Windows Components,Windows Ink Workspace: Allow suggested apps in Windows Ink Workspace,Registry,,HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace,AllowSuggestedAppsInWindowsInkWorkspace,,,,1,0,=,Medium
1760,Administrative Templates: Windows Components,Windows Remote Shell: Allow Remote Shell Access,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service\WinRS,AllowRemoteShellAccess,,,,1,0,=,Medium
1761,Administrative Templates: Windows Components,BitLocker Drive Encryption: Choose drive encryption method and cipher strength (for operating system drives),Registry,,HKLM:\Software\Policies\Microsoft\FVE,EncryptionMethodWithXtsOs,,,,6,6,=,Medium
1763,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Configure minimum PIN length for startup,Registry,,HKLM:\Software\Policies\Microsoft\FVE,MinimumPIN,,,,,8,>=,Medium
1764,Administrative Templates: Printers,Point and Print Restrictions: When installing drivers for a new connection (CVE-2021-34527),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint,NoWarningNoElevationOnInstall,,,,0,0,=,High
1765,Administrative Templates: Printers,Point and Print Restrictions: When updating drivers for an existing connection (CVE-2021-34527),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint,UpdatePromptSettings,,,,0,0,=,High
1767,Administrative Templates: Windows Components,News and interests: Enable news and interests on the taskbar,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Windows Feeds,EnableFeeds,,,,,0,=,Medium
1768,Administrative Templates: Printers,Only use Package Point and Print (CVE-2021-36958),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PackagePointAndPrint,PackagePointAndPrintOnly,,,,,1,=,Medium
1769,Administrative Templates: Printers,Package Point and Print - Approved servers (CVE-2021-36958),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PackagePointAndPrint,PackagePointAndPrintServerList,,,,,1,=,Medium
1770,Administrative Templates: Windows Components,Windows Installer: Disable Co-Installer (USB AutoInstall),Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Device Installer,DisableCoInstallers,,,,,1,=,Medium
1771,Administrative Templates: Start Menu and Taskbar,Notifications: Turn off notifications network usage,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\PushNotifications,NoCloudApplicationNotification,,,,0,1,=,Medium
1774,Administrative Templates: Windows Components,Event Log Service: Microsoft-Windows-PowerShell/Operational: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-PowerShell/Operational,MaxSize,,,,15728640,268435456,>=,Medium
1775,Administrative Templates: Windows Components,Event Log Service: PowerShellCore/Operational: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\WINEVT\Channels\PowerShellCore/Operational,MaxSize,,,,15728640,268435456,>=,Medium
18,MSS (Legacy),MSS: (TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted,Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip6\Parameters,TcpMaxDataRetransmissions,,,,5,3,<=,Medium
